tweet_no	tweet_text	q1_label	q2_label	q3_label	q4_label	q5_label	q6_label	q7_label
2286	Ранни български изследвания показват, че клетъчният имунитет срещу COVID-19 е по-мощен https://t.co/29mZiAXd91	yes	no	yes	no	yes	no	no
2287	(Как #Словакия се оказа с най-ниска смъртност от COVID-19 в Европа) от Зарата - Новини - https://t.co/TbQ6WOViSr #новини #коронавирус #Словакия https://t.co/3A658KnpjO	yes	no	yes	no	no	no	no
2289	САЩ отбелязаха мрачен рекорд по починали от Covid-19 https://t.co/nzE4V0uKhV	yes	no	yes	no	no	yes	yes
2290	Взрив на заболели от COVID-19 български туристи наложи новите рестрикции - Гърция	yes	no	yes	no	no	no	yes
2291	Русия опитва да спаси хората да не умират яко от коронавируса. Наречете ме ме отрепка, но това е възмутително, по света има твърде много руснаци и наш евроатлантически дълг е да се бориме срещу тази руска заплаха, такъв е завета на Бин Ладен. https://t.co/CNrSaXgSLZ	yes	yes	yes	yes	no	yes	no
2292	Определянето на IFR е трудно, защото зависи от това дали знаем точната причина за смъртта и броя на заразените, как се справя здравната система и др. От появата на COVID-19, IFR наистина намаля,вероятно заради по-точни тестове и възможността да засичаме и хора с леки симптоми 2/4	yes	no	yes	no	yes	no	no
2293	(Нов симптом при COVID-19 намалява шансовете. Публикация в научно списание) от Зарата - Новини - https://t.co/eTMo88HKgP #новини #COVID19 https://t.co/vkrSWzd4Hq	yes	no	yes	no	yes	yes	yes
2294	Китай съобщи за 11 нови случая на COVID-19 https://t.co/4tzHh2wJC5	yes	no	yes	no	no	no	no
2295	13 положителни проби за COVID-19 в Банско след двудневното изследване https://t.co/GS341WbrVj	yes	no	yes	no	no	no	no
2296	(Всички тестове за COVID-19 в Берое са отрицателни) от Зарата - Новини - https://t.co/32CwwzbOAi #новини #бероепървенство https://t.co/FEeVP1V3Tu	yes	no	yes	no	no	no	no
2298	Улисани да наблюдават болестта, смъртта и плонжа на икономиката на България и света, мнозина не забелязват упадъка на свободата и справедливостта. Красен Станчев обяснява как COVID-19 политизира медицината и превърна политиката в медицина. https://t.co/DfZEBYIjkA	yes	no	yes	no	no	no	no
2300	Проф. Балтов: Младите хващат COVID-19, защото не спазват мерките https://t.co/pOXFvtIc4Y	yes	no	yes	no	no	no	no
2301	Правната комисия реши: Отпуска или половин заплата заради COVID-19 https://t.co/Y3DbEnqSUm	yes	no	yes	no	no	no	no
2302	ЕС подкрепя изследванията и иновациите за намиране на ефективни лечения и ваксини срещу #COVID19 и за облекчаване на ефекта от кризата. Запознайте се с хронологията на мерките срещу епидемията ➡️ https://t.co/3lolnzTSt1 #ЕвропаСрещуCovid19 https://t.co/r7NyqxBav3	yes	no	yes	no	no	no	no
2303	Covid-19 28.08.2020 Сини, зелено, жълто, кафяво - скалата вляво, останалите скала вдясно. https://t.co/zOeD0psvHh	no	nan	yes	no	no	no	no
2304	Общо 58 обитатели от старческия дом в Русе предоляха COVID-19 https://t.co/llyiup8JXb	yes	no	yes	no	no	no	no
2305	Д-р Иван Колчаков: Covid-19 e една много първична молекула, която не се размножава https://t.co/k4o1lDZIBC	yes	no	yes	no	yes	no	no
2306	Европа без консенсус за фонда за възстановяване след COVID-19 https://t.co/yNAxC0hu5u	yes	no	yes	no	no	no	no
2307	(Доц. д-р Любомир Киров: 86 % от хората ще изкарат леко COVID-19) от Зарата - Новини - https://t.co/1pRA82NNB3 #новини #коронавирус https://t.co/ZPOzSu5qme	yes	no	yes	no	no	no	no
2308	Мъж на 43 години от Пещера е починал тази сутрин в сектор COVID на МБАЛ-Пазарджик, къдет... https://t.co/80qWOoe5b5	yes	no	yes	no	no	no	no
2309	Заради COVID-19 не пускат на суша дори членове на екипажите с инсулт https://t.co/vcKrCivQIC	yes	no	yes	no	yes	no	no
2310	Петър Москов: Властта съзнателно раздели обществото по темата Covid https://t.co/fNx1erkfyU	yes	no	yes	no	no	no	nan
2311	Спектакълът на Нешка Робева за днес отпада. Отменят се и събитията за 11 и 12 - Мотошоуто Ride on Chepelare 2020, концерт на децата от ЦПЛР-Чепеларе, концерт на Васко Кръпката и Подуене Блус Бенд, Шампионска тренировка с Радо Янков и др. https://t.co/ZewQVMTWdn	yes	no	yes	no	no	no	no
2312	Община Мездра получи дарение - течен сапун и белина, в борбата с COVID-19 : https://t.co/odbEXBdbGT https://t.co/lodsTl7rlC	yes	no	yes	no	no	no	no
2313	Изследователите идентифицират лабораторни профили, които диференцират MIS-C от COVID-19 при деца https://t.co/9nhsxvxWNz	yes	no	yes	no	yes	no	no
2314	@bozhobg Северна Корея и Руската Федерация занижават броя на заразените с COVID-19, за да не натоварват допълнително европейските данъкоплатци и най-вече на българските.	yes	yes	yes	yes	no	no	no
2315	ПРАНЕ НА ПАРИ БОЙКО МЕТОДИЕВ БОРИСОВ И НА ХУНТАТА МУ -&gt;Промениха цените за клиничните пътеки при раждане и COVID-19 https://t.co/9pf1A0smoa	yes	yes	yes	yes	yes	yes	no
2316	Коронавирусът не е с естествен произход, разработен е в лаборатория Ухан. Това заяви френският вирусолог проф. Люк Монтание, който спечели Нобеловата награда за... https://t.co/2EFfxgsLWg	yes	no	yes	no	yes	yes	yes
2317	Изграждането на нови ядрени реактори ще намали щетите от Covid-19 върху икономиката на Чехия https://t.co/qsk15FM49z	yes	no	yes	no	no	no	no
2318	Италия 🇮🇹 ще отвори границите си за туристи от повечето други европейски страни след часове #COVIDー19 https://t.co/IQSkP4IMXB	yes	no	yes	no	no	no	no
2319	На БГ правителството му остават само 1. и 4. https://t.co/dVRrP5KSw9	no	nan	nan	nan	nan	no	no
2320	Четири ваксини срещу COVID-19 дават добри резултати https://t.co/u5p3BLxqT4	yes	no	yes	no	yes	no	no
2321	Препоръчват самоизолация на абитуриентите от област Добрич | ProNews Dobrich https://t.co/S4DqlORfzM #Covid_19 #healthcare #Bulgaria #news news	yes	no	yes	no	no	no	no
2322	Заради COVID-19: Футболистите в Първа лига ще трябва да се запознаят с 13 страници нови правила https://t.co/5GOly0UzEw	yes	no	yes	no	no	no	no
2323	Новак Джокович и съпругата му също заразени с COVID-19 https://t.co/nAsKg7sz81 via @BreakingBG	yes	no	yes	no	no	no	no
2324	💶€100 млн. е на път да стане сумата, налята от държавата в „гнилата ябълка” Първа инвестиционна банка на Цеко Минев и Ивайло Мутафчиев. 💱През юни са дадени гаранции на стойност 170 млн. лв. за кредитиране на безработните, самонаетите, MСП и стартъпи https://t.co/LNVBbZVwYi	yes	no	yes	no	yes	no	no
2326	95 са новодиагностицираните с COVID-19 https://t.co/8EjkKu2KwS https://t.co/txPCduLFbj https://t.co/sIMzFXSgG8	yes	no	yes	no	no	no	no
2327	Вирусолог обясни как действа Оксфордската ваксина срещу COVID-19 https://t.co/m1vUowqX10	yes	no	yes	no	no	no	yes
2328	Covid-19 покоси голям български поет в Америка https://t.co/HXVg5H6QCx	yes	no	yes	no	no	no	yes
2329	Ден преди #Великден 🙏🏽призоваваме всички миряни, ОСТАНЕТЕ СИ В КЪЩИ - Богослужението ще бъде излъчвано на живо по националните телевизии в 23,30 часа. Бъдете здрави!🍀 https://t.co/0fct1AjRbC #StaySafe #StayHome 🏡 #easter2020 #великденвкъщи #bgzaplati #covideaster https://t.co/G4RpIjL4Sh	yes	no	yes	no	no	no	no
2330	Продължава дезинфекцията и вземането на проби за Covid-19 в МБАЛ "Хаджи Димитър" Сливен https://t.co/BqOkf1WITv	yes	no	yes	no	no	no	no
2331	Извъндредно #UFCVegas8: Йон Кутелаба е дал нова положителна проба за Covid-19 и отново е аут от битката с Магомед Анкалаев! https://t.co/3gHa8CJcGG	yes	no	yes	no	no	no	no
2332	Огнището на COVID-19 в Доспат: Всички работници в цеха за играчки под карантина https://t.co/VfrGES7XQQ btvnovinite	yes	no	yes	no	no	no	no
2333	Тръмп пусна видео с абсурден експерт колко е полезен хидроксихлорохинът за COVID-19 https://t.co/dRrYeYZezE	yes	no	yes	no	yes	no	no
2334	Две жени от Пазарджик и мъж от Злокучене са положителни за COVID-19, мъж от областта почина в Пловдив https://t.co/CDWqW4rdQH	yes	no	yes	no	no	no	no
2335	Контактните лица, на починалите в Ямбол пациенти с COVID-19, ще бъдат тествани https://t.co/Ke3XEQN3Eo	yes	no	yes	no	no	no	no
2337	По последни данни заразените от Covid-19 в България са 565 : https://t.co/odbEXBdbGT https://t.co/dyaSJBc9H5	yes	no	yes	no	no	no	no
2338	Демокрация, свобода, сичко точно. https://t.co/cUhw7KT8Qn	no	nan	nan	nan	nan	no	no
2339	АЕЖ обвини прокуратурата в репресия на критикуващи мерките срещу COVID-19 https://t.co/LYue5DSiZY чрез @Новините от Казанлък - PressTV	yes	no	yes	yes	no	yes	no
2340	Нов рекорден скок на заразата за 24 часа – случаите на COVID скочиха почти двойно от вчера насам: https://t.co/pqxhfh9LbN via @България 2017	yes	no	yes	no	no	yes	yes
2341	СЗО: Скоро заразените с Covid-19 ще са 1 млн., а жертвите – 50 000 https://t.co/TKQHO6EYWv	yes	no	yes	no	no	no	no
2342	Блокада заради Covid-19 на циганската махала в Ямбол, има починала жена : https://t.co/odbEXBdbGT https://t.co/9N2zyDo9D2	yes	no	yes	no	no	no	yes
2343	Бум на COVID-19 във Висшата лига преди началото на сезона https://t.co/peEIhFMtAA	yes	no	yes	no	no	yes	yes
2344	Добра новина: Четирима пациенти с тежки съпътстващи заболявания са излекувани от COVID-19 https://t.co/zH9z8OUH5U	yes	no	yes	no	no	no	no
2346	Covidiot: Вижте Англия! Covidiot: САЩ имат само 1000 жертви, проверете колко са починали от грип! Covidiot: Вижте Швеция! По действителен случай от Туитър с мерак да влиза в парламента.	yes	no	yes	yes	no	no	yes
2347	Правителството пренасочи свободни средства от Кохезионния фонд към Европейския фонд за регионално развитие и ОПИК за подкрепа на мерки за COVID-19 https://t.co/6L5EDMyGVy	yes	no	yes	no	no	no	no
2349	(Д-р Мехмет Джейхан: Предстоящите 5 дни са въпрос на живот и смърт за Турция...) от Зарата - Новини - https://t.co/HwoYku0JUL #новини #COVID19 #Тулция https://t.co/7U4sqVR02e	yes	no	yes	no	no	no	yes
2350	Намаляват полицаите на протестите в София заради бум на COVID-19 сред тях https://t.co/ejm0NiqI5v	yes	no	yes	no	no	no	yes
2351	Пространственовремеви континиум или Защо два пъти през една и съща вода не можеш да минеш https://t.co/Mc0tk3MGrn	no	nan	nan	nan	nan	no	no
2352	Още 13 установени с COVID-19 у нас, общо - 878 души https://t.co/Z2OTCrVlDG	yes	no	yes	no	no	no	no
2353	24 нови случая за денонощие в България, 612 са излекувани от COVID-19 https://t.co/BSOEWAUtVy	yes	no	yes	no	no	no	no
2354	UFC 252 получи тежък удар, след като молдавецът Йон Кутелаба, е отпаднал от картата, поради положителен тест за Covid-19. Новината бе съобщена от агента на боеца, Тиаго Окамура, пред ESPN. #Ufc252 #йонкутелаба #магомеданкалаев https://t.co/DonBw0FjGQ https://t.co/L02xVyLkNy	yes	no	yes	no	no	no	no
2355	Шефката на РЗИ - #Враца: Врачани, не спете със #софия'нци заради #COVID19 https://t.co/N5BBD5yI5A https://t.co/0du6og9q0z	yes	yes	no	no	no	no	no
2356	(Борисов към лидерите на ЕНП: Бързото отхлабване на мерките може да доведе до втора вълна от жертви) от Зарата - Новини - https://t.co/zg2wFLlWRP #новини #COVID19 #коронавирус https://t.co/DcETZ8ACcL	yes	no	yes	no	no	no	no
2357	онян ритат умрелия сатиричен кон ет дис пойнт https://t.co/KEMUxadSEV	no	nan	nan	nan	nan	no	no
2358	Covid-19 – „Политспартакиада-2020“ или държавно риалити в стил „1984“ https://t.co/eoCJ79HLhg	no	nan	nan	nan	nan	no	nan
2359	Щото там Мангъров е президент и няма такъв вирус и това е обикновен грип и няма нужда да затваряме държавата. https://t.co/riLFXIBN4Q	no	nan	nan	nan	nan	no	no
2360	Тръмп: САЩ няма да въвеждат ограничения при втора вълна от COVID-19 https://t.co/E0BFy2N00W	yes	no	yes	no	yes	no	no
2361	Итaлиaнcкитe влacти приeхa нoвa мяркa, кoятo цeли пoдпoмaгaнe нa туризмa – тя ce нaричa „Бoнуc вaкaнция 2020”.Мяркaтa дaвa възмoжнocт нa грaждaнитe c пo-ниcки дoхoди дa пoлучaт пo €150, зa дa oтидaт нa пoчивкa.При ceмeйcтвaтa cумaтa мoжe дa дocтигнe €500 https://t.co/AkQAt2QF3L	yes	no	yes	no	no	no	no
2362	Китай регистрира рекордните 7 заразени с COVID-19 https://t.co/Qrbupe2KTH	yes	no	yes	no	no	no	no
2363	Светлинно шоу с 300 дрона в Сеул напомня за спазване на мерките срещу COVID-19 https://t.co/bdwcwTmBVi	yes	no	yes	no	no	no	no
2364	Глобалната продоволствена сигурност в сянката на #COVID19 - В статията в @OFFNewsBG посланик @elron_yoram изразява готовността на Израел да споделя с всеки своя опит и знания в областта на иновациите в земеделието. Към статията 👉 https://t.co/eKJsbBzTnL https://t.co/mvni7t6qNj	yes	no	yes	no	no	no	no
2365	Министърът на здравеопазването реши да си развъждаме вируси на тъмно и влажно... Enjoy COVID-19!	yes	yes	yes	yes	no	no	no
2366	Ако руската ваксина влияе на COVID-19, то до една година Русия ще може да я предостави на целия свят, https://t.co/RDEoYsLUs2	yes	no	yes	no	no	no	no
2367	Бащата на две деца от столична детска градина се усъмни в резултатите им за Ковид-19 и реш... https://t.co/MSeNxwLPCM	yes	no	yes	no	no	no	no
2368	САЩ са отказали помощ от Русия за разработването на ваксина за COVID-19 https://t.co/gw6aFmMdpw	yes	no	yes	no	no	no	no
2369	Възможност за избор на дистанционно обучение за учениците с по-висок риск от COVID-19 https://t.co/CZHIYnDXq3 via @@danyboneva	yes	no	yes	no	no	no	no
2370	📢Отделетe по-малко от 🔟минути и участвайте в проучването за непосредствените промени, които пандемията #coronavirus има върху живота ви https://t.co/69BFtI80V2 Информацията ще помогне за по-добър отговор на кризата и за това социалните нисистеми да бъдат по-подготвени в бъдеще.	yes	no	yes	no	no	no	no
2371	Футболист на Царско село е с положителен тест за COVID-19	yes	no	yes	no	no	no	no
2372	Гръцкия премиер Кириакос Мицотакис говори пред Си Ен Ен за мерките, които взима страната срещу коронавируса. #COVIDー19 #COVID19 https://t.co/OtPHe5TsAQ	yes	no	yes	no	no	no	no
2373	МВнР на Русия: #САЩ нарочно възпрепятства усилията на #Иран в борбата срещу коронавируса. https://t.co/7oJa4jh8Ra	yes	no	yes	no	yes	yes	no
2374	(Дом за възрастни хора в Русе пламна от COVID-19) от Зарата - Новини - https://t.co/BwKErtDlMo #новини #COVID19 #К19 #коронавирус https://t.co/ET8SuP6kAx	yes	no	yes	no	yes	no	no
2375	Атина обеща безплатна COVID-ваксина за всички гърци, когато се по... https://t.co/z9XXO6rfrk	yes	no	yes	no	no	no	no
2376	Фаучи: Шансовете за 98% ефективна ваксина срещу COVID-19 са малки https://t.co/MebaEGvD0c	yes	no	yes	no	yes	no	no
2377	„Еврогрупата достигна накрая до споразумение, като бяха направени компромиси. Това е едно удовлетворяващо споразумение, което предлага нови финансиращи инструменти с цел да бъдат преодолени безпрецедентните социални и икономически последици от разпространението на коронавируса“ https://t.co/sEi8PjzV1m	yes	no	yes	no	no	no	no
2378	Турски професор с пробив за ваксината срещу COVID-19 https://t.co/WZO4jpoZjo	yes	no	yes	no	yes	no	yes
2379	@Tangerrinka всъщност данните за швеция са доста добри последните 5-6 седмици и говорят, че няма и lock down fatigue , което да ги спъва ако има втора вълна. Но и шведците са свили social interactions с 2/3 спрямо нивата от преди пандемията...	yes	no	yes	no	no	no	no
2380	Фиктивни сайтове предлагат медицинско оборудване за защита от COVID-19 - bTV Новините https://t.co/pM7OqqMmr7	yes	no	yes	no	yes	no	no
2381	Доц. Кунчев за Covid-19 в училищата: Ако са високи данните в обществото, ще го има и там (ВИДЕО) https://t.co/pLzEAJBz4j	yes	no	yes	no	no	no	no
2382	Добро утро. Ето всичко най-важно, което трябва да знаем тази сутрин. За едно видео с министърка, за една закана за партия и за новото огнище на COVID-19. Събрано от @IvanBedrov. https://t.co/TgoiBUSQHy	no	no	yes	nan	no	no	no
2383	Нашият лек срещу COVID-19 вече се тества във Франция и САЩ https://t.co/lnFi3VNDyY	yes	yes	yes	no	yes	no	yes
2384	И Беларус върви към прекратяване. Отложиха два мача заради COVID-19 https://t.co/9NregyCPFH	yes	no	yes	no	no	no	no
2385	Броят на заразените с COVID-19 в Латинска Америка надмина 2 млн., половината - в Бразилия https://t.co/sMerOXnWmI	yes	no	yes	no	no	no	no
2386	В Стара Загора децата рисуват при спазване на мерките срещу COVID-19 https://t.co/iOeYZYhriE https://t.co/txPCduLFbj https://t.co/uH4Sott9kS	yes	no	yes	no	no	no	no
2387	Повторни тестове за Covid-19 на министър-председателя Бойко Борисов, на началника на полит... https://t.co/2E1feUdIaw	yes	no	yes	no	no	no	no
2389	Български биолог: COVID-19 е експеримент върху човечеството https://t.co/LTXyHjwyWD	yes	yes	yes	yes	yes	yes	yes
2390	ЕС свиква на 4 май донорска конференция за ваксина за Covid-19 https://t.co/gmuu77MKPx https://t.co/97l49UPuDa	yes	no	yes	no	no	no	no
2392	Експерт: Пикът на COVID-19 в Русия ще е след две седмици https://t.co/mInvlKDAhw	yes	no	yes	no	yes	no	no
2393	Спирането на Covid-19 се основава на предпоставката, че болестта ще убие повече от два мил... https://t.co/IYdLlDp8kH	no	nan	nan	nan	nan	yes	no
2394	Covid-19 в България: Ден 77 https://t.co/jd86wsD9Zg	no	nan	nan	nan	nan	no	no
2396	Лекар от Сливен почина от COVID-19, 5 деца са заразени за последното денонощие https://t.co/APzO3vE5DT #flagman via @FlagmanBG	yes	no	yes	no	no	no	no
2397	В САЩ с голяма и повсеместна изолация - 1.34 млн заразени и почти 80 хил. починали от #covid19	yes	no	yes	no	no	yes	no
2398	Оксфордска ваксина срещу Covid-19 дава надежди https://t.co/ET8Cb1QFMk	yes	no	yes	no	yes	no	yes
2399	COVID-19 взе повече жертви в САЩ от Първата световна война https://t.co/YVxfFulxLT	yes	no	yes	no	no	no	no
2400	240 са заразените с Covid-19 в България за последното денонощие https://t.co/u17Y986SsU	yes	no	yes	no	no	no	no
2401	Южна Корея сподели своя опит срещу COVID-19 с Африка https://t.co/DbAGOKMwkN	yes	no	yes	no	no	no	no
2402	Най-висок брой починали за едно денонощие с COVID-19 в Русия https://t.co/QaXX0L35wz	yes	no	yes	no	no	no	no
2403	Как държавата да подкрепи бизнеса заради ограничителните мерки за коронавируса и какви първи стъпки предприе властта - вижте в публикацията! https://t.co/UKYoCdBh0u https://t.co/GN7yAmq5l9	no	no	nan	nan	no	no	no
2404	Министър Кирилов участва в Съвет „Правосъдие“, посветен на пандемията от COVID-19 https://t.co/r2TaKDliH7 https://t.co/MNjOdNzUQx	yes	no	yes	no	no	no	no
2405	@irrationalen @DanielBGX Федералния резерв създава пари, чрез заеми и печатане на пари. Миналата година направиха данъчната реформа в САЩ и не са вдигали данъци заради COVID-19 сега! Одобриха пакет от над 6.2Т. https://t.co/xICnQyxY02	yes	no	yes	no	no	yes	no
2406	Броят на заразените с COVID-19 в Доспат продължава да расте https://t.co/7kR1qR6lOh	yes	no	yes	no	no	no	no
2407	Общо 498 случая на Covid-19 у нас, 34 са излекуваните https://t.co/zlHQXpmkDk https://t.co/txPCduLFbj https://t.co/p2KUbyoAIn	yes	no	yes	no	no	no	no
2408	Съпругата на кмет от Карловско е заразена с COVID-19 - DC news https://t.co/NndwU3ZpyF	yes	no	yes	no	no	no	no
2409	В ООН: Кризата COVID-19 подчертава спешната необходимост от трансформация на световната икономика https://t.co/M5tg0gC3T6 via @wmg_news	no	nan	nan	nan	nan	no	no
2410	Започва масово тестване на населението на България за COVID-19, обявиха министър-председателят Бойко Борисов и министърът на здравеопазването Кирил Ананиев в Банско. #новини #тестове #коронавирус #COVID19 #пандемия #население #България #икономическиживот https://t.co/eSaDkmtsEI	yes	no	yes	no	no	no	no
2411	Покрай бума на заразени с Covid във Варна и областта в последните дни от РЗИ като че ли забравиха да обявят резултатите от мониторинга за качеството на на морските води за къпане. ... към днешна дата последните обявени резултати за качеството на морските води е от преди месец	yes	no	yes	yes	no	yes	no
2414	Хората масово нямат доверие на институциите. Институциите пък се държат арогантно и с присмех. Хората масово не спазват мерките, защото не им пука - мнозина не вярват, че Covid-19 изобщо съществува. Няма икономически мерки. Властите се сърдят на критики. Чудо е, че се отърваваме.	yes	no	yes	yes	no	no	no
2415	42-ма са излекуваните пациенти от COVID-19 в България https://t.co/j93Lbk8Mq0	yes	no	yes	no	no	no	no
2417	Официално: ето 8-те клуба, които получиха пари от държавата в битката с COVID-19, вижте кой колко взе https://t.co/uHVUDz7Tf5	yes	no	yes	no	no	no	no
2418	В Боливия прекалиха - телевизия излъчи на живо последните минути живот на починал от COVID-19 https://t.co/DwKmzUfxXN	yes	no	yes	yes	yes	no	yes
2419	САЩ вече с повече жертви от COVID-19 отколкото през Първата световна война https://t.co/6OkZ6xTswk	yes	no	yes	no	no	no	no
2421	@RadidaG inb4 обявяват починалите от #covid19 за национални предатели, петнящи имиджа на Империята	no	nan	yes	no	nan	no	no
2422	Български учени твърдят, че са създали филтър на маска за лице, който убива Covid-19 https://t.co/SvzDuHy9Wn via @poligraff.net	yes	no	yes	no	yes	no	no
2423	26 студенти-медици от Тракийски университет са в готовност да се включат в борбата с COVID-19 https://t.co/yeyuTJjOWo	yes	no	yes	no	no	no	no
2424	Предложението на финансовите министри от Еврогрупата превръща Европейския механизъм за стабилност в механизъм за спасяване на Европа от #COVID19. Средствата са налични веднага за увеличаване на капацитета на болници и научни центрове, за спасяване на живота на европейци. https://t.co/sTe0Lq4pH9	yes	no	yes	no	no	no	no
2426	Няма нарушения на предпазните мерки при covid-погребения в Сливен https://t.co/PbwG0RMa1H	yes	no	yes	no	no	no	no
2427	Пореден ръст: 130 заразени с Covid-19 за денонощие https://t.co/gYB7QdhlNR	yes	no	yes	no	no	yes	yes
2428	Нови 10 случая на Covid-19 са потвърдени в България днес. Заразените с коронавирус у нас вече са 1 300. https://t.co/azA8R5c5IK	yes	no	yes	no	no	no	no
2429	Руската ваксина срещу COVID-19 може да се прилага чрез кисело мляко https://t.co/4nim2MBiKz	yes	no	yes	no	yes	yes	yes
2430	Давид Леви пред BIG5: Кризата с Covid-19 няма да продължи дълго - https://t.co/Mo92rNmBC5 https://t.co/IofCpnkIdU	yes	no	yes	no	yes	no	no
2431	Освен застрашаването на личното здраве, с избухването на пандемията Covid-19, косовските медии се сблъскаха с нова ситуация, за която трябваше да се съобщава ежедневно. #AntiDisinfo #coronavirus #Kosovo #COVID19 https://t.co/2mNQfZBsVh https://t.co/JXBY6G4bl6	no	nan	nan	nan	nan	no	yes
2432	Банките ще дават подробни данни за загубите заради COVID-19 https://t.co/oKGrL9Nzy4 #flagman via @FlagmanBG	yes	no	yes	no	no	no	yes
2433	Шефът на Александровска болница: Откритите носители на COVID-19 намаляват https://t.co/kZMbmC830q	yes	no	yes	no	no	no	no
2434	Байдън определено има проблеми с главата. Няколко пъти бърка в кой щат се намира, обърка жена си със сестра си. Беше казал и че от огнестрелни оръжия за 12 години били умрели 150 милиона американци. https://t.co/Sk3iCUSvam	yes	no	yes	yes	yes	no	no
2435	Нов черен рекорд: 90 са заразените с Covid-19 за последните 24 часа (ВИДЕО) https://t.co/rIBA3IQm6D	yes	no	yes	no	no	no	no
2436	@l4m3rx @No_name_No_user Доколкото четох трите са от семейството на корона вирусите и COVID-19 има сходство със SARS, но не е мутация от него.	no	no	nan	no	nan	no	no
2438	БЪРЗ ТЕСТ за COVID-19 вече и в ЦИБАЛАБ https://t.co/t52D2OoJUu https://t.co/jIgVTesROk	yes	no	yes	no	no	no	no
2439	Само дето при МЗ грешките са стандарт. https://t.co/cA8lTEig6M	no	nan	nan	nan	nan	no	no
2440	Координатор ще праща хора с COVID от Софийска област към столични болници https://t.co/t2DNyYd29u	yes	no	yes	no	yes	no	no
2441	3 нови случая на заразени с Covid-19 за Варна (ВИДЕО): Шефът на Националния оперативен щаб ген. Венцислав Мутафчийски изнася последни данни за разпространението на коронавируса Заразените са 379, 113 са в болница, а 13 са интубирани. Починали няма. 57%… https://t.co/gg86BucH5u	yes	no	yes	no	no	no	no
2442	(AES България е готова да направи PCR тестове на своите служители като допълнителна мярка срещу COVID-19) от Зарата - Новини - https://t.co/19O9C0US4i #новини #AESБългария #масовитестове https://t.co/pNtZvbe2Xv	yes	no	yes	no	no	no	no
2443	516 са жертвите на COVID-19 за денонощие във Франция https://t.co/yMOrqUIYNF https://t.co/f4Pxj2PTWb	yes	no	yes	no	no	no	no
2445	(Пулмолог: Първата вълна на COVID-19 ще продължи още 2-3 месеца) от Зарата - Новини - https://t.co/P75An0qBnw #новини #профДаниелаПетрова https://t.co/ePxCgjW2Q4	yes	no	yes	no	yes	no	no
2446	Д-р Симидчиев: Епидемията от COVID-19 затихва https://t.co/3fSDsC3JCu	yes	no	yes	no	yes	no	no
2447	Кризата с Covid-19 ще остави още един безработен – Румен Радев https://t.co/nzRWkvWjZP via @BreakingBG	yes	yes	yes	yes	no	no	no
2448	ЕС установи координация между Русия, Китай и Иран за дезинформиране за COVID-19 https://t.co/84YfO0CA9q	yes	no	yes	no	yes	no	no
2449	БХК изпрати до Народното събрание становището си по законопроекта за мерките по време на извънредното положение във връзка с епидемията от #COVID19. https://t.co/1J3LOenijL	yes	no	yes	no	no	no	no
2450	Четвъртия в Руската висша лига Ростов загуби с 10-1 на гости на Сочи, след като трябваше да заложи на младежите до 17 години, защото голяма част от играчите на първия отбор са заразени с Covid-19. https://t.co/LnA6I0Sx4T	yes	no	yes	no	no	no	no
2451	64-годишен мъж с коронавирус почина в Пловдив - bTV Новините https://t.co/fE8pxscA7W	yes	no	yes	no	no	no	no
2452	На Балканите #COVID19 затихва, 14-дневната карантина остава само за 8 страни https://t.co/ONgtLZY1HJ	yes	no	yes	no	no	no	no
2453	(Победа в Китай! Нито един заразен или починал от COVID-19 за денонощие) от Зарата - Новини - https://t.co/IqY2BeUB4m #новини #коронавирус https://t.co/Ax97ZzaZzR	yes	no	yes	no	no	no	no
2454	Супер интересно, досега не знаех, че ваксини могат да се отглеждат в растения https://t.co/JFJgTGaz0P	yes	no	yes	no	yes	no	no
2455	(Двама медици от болница "Тракия" са с COVID-19) от Зарата - Новини - https://t.co/Geg6VEupCJ #новини #COVID19 #заразенимедици https://t.co/vqkH9D2LoU	yes	no	yes	no	no	no	no
2456	Перспективите пред финтех сектора са блестящи. Кои са другите две индустрии, насърчени от коронакризата - вижте в публикацията! https://t.co/ZWvgDcQHLx	yes	no	yes	no	no	no	no
2457	#ЕвропейскатаКомисия обяви днес, че е одобрила употребата на #Ремдесивир в ЕС срещу #COVID19 https://t.co/WuMuNZOkNU	yes	no	yes	no	no	no	yes
2458	Драматичен антирекорд - 330 нови случаи на заразени с COVID 19 https://t.co/qhEmz9RCob	yes	no	yes	no	no	yes	yes
2459	90% oт починалите в Италия са починали от, а не с Covid-19 https://t.co/JZkJA5PpdP	yes	no	yes	no	no	yes	yes
2460	Случаите на COVID-19 у нас са вече 498, заразата стигна и Враца Повече четете тук: https://t.co/uxPE5uvgWt https://t.co/2LCdFKgmqt	yes	no	yes	no	no	no	no
2461	При случай на COVID-19 съответният клас ще бъде карантиниран https://t.co/7mI9fm5rIU	yes	no	yes	no	no	no	no
2462	Четирима от Арсенал аут за големия финал с Ливърпул заради COVID-19 https://t.co/oirbW08b05	yes	no	yes	no	no	no	no
2463	Витанов: Най-лошият вариант е 800 починали от COVID-19 в края на септември (ВИДЕО) https://t.co/I11TFoz7C2	yes	no	yes	no	no	no	no
2464	Коронавирусът и кирливите ни ризи: https://t.co/IRr9cX6H7f	no	nan	nan	nan	nan	no	no
